MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
        12,    2.344000e-02,    3.223798e-03,   -2.230379e-03,    6.420710e-03,   -5.434967e-03,   -1.357466e-02,    1.319652e-02,   -2.259615e-03,    8.615193e-04,   -8.086189e-03,   -4.110512e-01,    7.874474e-01,    1.406235e+00,    1.532098e+00,    1.264355e+00,   -7.980345e-01,    1.449856e+00,    3.213700e-03,   -2.743700e-03,    6.912400e-03,   -4.556900e-03,   -1.261800e-02,    1.398600e-02,   -3.256200e-03,    2.672100e-03,    1.248800e-03,    1.248800e-03,    6.244100e-04,    6.244100e-04,    6.244100e-04,    6.244100e-04,    1.248800e-03,    1.248800e-03,
        13,    2.344000e-02,   -5.575195e-04,    1.993185e-04,    1.786725e-03,   -1.525058e-03,   -1.516321e-03,    1.558614e-03,    7.416359e-04,   -1.628464e-04,   -4.974910e-01,   -1.113567e+00,    5.001876e-01,    1.698074e+00,   -6.338456e-01,   -2.122518e+00,    8.468604e-01,   -7.630446e-01,   -6.654900e-04,   -4.235900e-05,    1.841000e-03,   -1.340800e-03,   -1.585100e-03,    1.328300e-03,    9.254300e-04,   -3.284500e-04,    2.170300e-04,    2.170300e-04,    1.085100e-04,    1.085100e-04,    1.085100e-04,    1.085100e-04,    2.170300e-04,    2.170300e-04,
        14,    2.344000e-02,    2.621938e-04,    3.989801e-06,    9.746815e-04,   -8.143761e-04,   -1.265396e-03,    1.149424e-03,   -4.752937e-04,    2.443865e-05,   -4.345965e-01,    1.096565e+00,    7.219140e-01,   -2.663112e-01,    1.955986e+00,   -1.322924e-01,   -1.005060e+00,    3.167859e-01,    1.989600e-04,    1.635400e-04,    1.027200e-03,   -8.337500e-04,   -1.123100e-03,    1.139800e-03,   -6.215300e-04,    7.053100e-05,    1.455000e-04,    1.455000e-04,    7.274900e-05,    7.274900e-05,    7.274900e-05,    7.274900e-05,    1.455000e-04,    1.455000e-04,
        15,    2.344000e-02,   -2.421256e-03,    9.881864e-04,    5.816380e-03,   -4.360011e-03,   -1.346604e-03,    1.871735e-03,    3.862778e-04,    8.274672e-06,   -3.835904e-01,    2.086028e+00,    1.744118e-02,   -4.291295e-01,    3.519863e-01,   -1.895541e+00,    3.576083e-01,   -6.651818e-01,   -2.567300e-03,    1.782400e-03,    5.819700e-03,   -4.441700e-03,   -1.279600e-03,    1.510900e-03,    5.224300e-04,   -2.449800e-04,    3.807300e-04,    3.807300e-04,    1.903600e-04,    1.903600e-04,    1.903600e-04,    1.903600e-04,    3.807300e-04,    3.807300e-04,
        16,    2.344000e-02,   -9.461139e-05,   -2.457984e-04,    2.141000e-03,   -2.733035e-03,   -2.520998e-03,    2.782972e-03,    2.772071e-04,    2.066462e-04,    2.217929e-03,    1.247252e+00,    6.282913e-01,    1.270492e+00,   -3.533937e-01,    1.072915e+00,   -7.054106e-01,    4.272885e-02,   -9.380300e-05,    2.088000e-04,    2.255500e-03,   -2.501500e-03,   -2.585400e-03,    2.978500e-03,    2.009900e-05,    2.222200e-04,    3.644800e-04,    3.644800e-04,    1.822400e-04,    1.822400e-04,    1.822400e-04,    1.822400e-04,    3.644800e-04,    3.644800e-04,
        17,    2.344000e-02,    2.265125e-03,   -9.110401e-04,    4.406623e-03,   -4.221514e-03,   -2.018651e-03,    2.360219e-03,   -8.258171e-04,   -1.592896e-04,    8.415550e-01,   -4.895991e-01,    2.156943e+00,   -1.855982e+00,   -2.030159e-01,   -1.621512e+00,   -1.260788e+00,    2.144746e+00,    2.635300e-03,   -1.126400e-03,    4.881000e-03,   -4.629700e-03,   -2.063300e-03,    2.003600e-03,   -1.380400e-03,    7.841200e-04,    4.398700e-04,    4.398700e-04,    2.199300e-04,    2.199300e-04,    2.199300e-04,    2.199300e-04,    4.398700e-04,    4.398700e-04,
        18,    2.344000e-02,    2.304573e-03,   -2.629359e-03,   -7.441821e-05,   -1.251123e-03,   -2.425375e-03,    3.531727e-03,    1.059066e-03,   -3.476874e-04,    8.636007e-02,    3.388757e+00,    8.517924e-01,    2.223685e+00,    6.250043e-01,    2.701286e+00,    1.834102e-01,   -2.021384e+00,    2.323000e-03,   -1.906300e-03,    1.645100e-05,   -1.013900e-03,   -2.358700e-03,    3.819900e-03,    1.098200e-03,   -7.789900e-04,    2.133700e-04,    2.133700e-04,    1.066800e-04,    1.066800e-04,    1.066800e-04,    1.066800e-04,    2.133700e-04,    2.133700e-04,
        19,    2.344000e-02,   -2.108062e-03,    1.085277e-03,    5.642224e-03,   -4.174754e-03,   -1.606656e-03,    2.140221e-03,    1.824630e-03,   -8.480240e-04,   -1.124891e+00,    3.189307e+00,    1.229352e+00,    9.262029e-01,   -3.824975e-01,   -1.829896e+00,    4.994117e-01,   -1.879970e+00,   -2.576500e-03,    2.413400e-03,    5.898200e-03,   -3.981900e-03,   -1.686300e-03,    1.759200e-03,    2.032600e-03,   -1.630900e-03,    4.164300e-04,    4.164300e-04,    2.082200e-04,    2.082200e-04,    2.082200e-04,    2.082200e-04,    4.164300e-04,    4.164300e-04,
        20,    2.344000e-02,   -1.974118e-04,    1.012959e-04,    1.376093e-03,   -1.371502e-03,   -3.894779e-03,    3.387272e-03,    1.785015e-04,   -3.217404e-04,   -4.221004e-01,    7.325986e-01,    8.400588e-01,    1.089967e+00,    1.771410e-01,    1.388299e+00,   -7.471264e-01,    1.568855e-01,   -3.321800e-04,    3.352000e-04,    1.510200e-03,   -1.197500e-03,   -3.866500e-03,    3.608900e-03,   -6.004100e-05,   -2.716500e-04,    3.192800e-04,    3.192800e-04,    1.596400e-04,    1.596400e-04,    1.596400e-04,    1.596400e-04,    3.192800e-04,    3.192800e-04,
        21,    2.344000e-02,    1.817083e-03,   -1.243523e-03,    2.570769e-03,   -2.636727e-03,   -2.495557e-03,    2.411760e-03,   -1.843733e-03,    1.185378e-03,   -1.993467e-01,   -1.039554e+00,   -1.348948e+00,   -8.642981e-01,    1.239953e+00,   -5.855339e-02,    1.107427e-01,    5.956551e-01,    1.747900e-03,   -1.604300e-03,    2.336700e-03,   -2.786700e-03,   -2.280400e-03,    2.401600e-03,   -1.805300e-03,    1.392100e-03,    3.470500e-04,    3.470500e-04,    1.735200e-04,    1.735200e-04,    1.735200e-04,    1.735200e-04,    3.470500e-04,    3.470500e-04,
        22,    2.344000e-02,    2.982545e-04,   -1.791052e-04,    5.622814e-04,   -1.198365e-03,   -1.525130e-04,    5.311661e-04,   -6.944987e-06,   -7.718676e-06,   -2.360620e-01,    2.148844e-01,   -5.858537e+00,   -1.153953e+00,   -9.570373e-01,   -2.566669e+00,   -9.148692e-01,    1.460820e+00,    2.798700e-04,   -1.623700e-04,    3.341500e-04,   -1.243300e-03,   -1.897800e-04,    4.312200e-04,   -7.819500e-05,    1.060500e-04,    7.788000e-05,    7.788000e-05,    3.894000e-05,    3.894000e-05,    3.894000e-05,    3.894000e-05,    7.788000e-05,    7.788000e-05,
        23,    2.344000e-02,    7.283330e-04,    1.150734e-04,    1.379923e-03,   -4.196777e-04,   -7.267019e-04,    6.236040e-04,   -9.253449e-04,   -1.883719e-04,    6.260625e-01,   -7.196710e-02,    1.399146e+00,    3.589375e+00,    4.910359e-01,   -2.255193e+00,   -8.728002e-01,    6.759690e-02,    7.987400e-04,    1.069800e-04,    1.458600e-03,   -2.178400e-04,   -6.990900e-04,    4.967900e-04,   -1.023500e-03,   -1.807700e-04,    1.124600e-04,    1.124600e-04,    5.623200e-05,    5.623200e-05,    5.623200e-05,    5.623200e-05,    1.124600e-04,    1.124600e-04,
        24,    2.344000e-02,   -6.060591e-04,    7.636035e-04,    6.077321e-04,   -1.401303e-03,   -3.554544e-03,    6.759415e-03,    2.308013e-03,   -1.467449e-03,   -2.861784e-01,    2.504934e+00,   -1.680116e-01,    4.120602e+00,   -4.995192e-01,    5.134920e+00,   -1.683428e+00,   -1.724171e+00,   -6.885100e-04,    1.485300e-03,    5.835300e-04,   -8.077300e-04,   -3.626500e-03,    7.499100e-03,    1.823000e-03,   -1.964200e-03,    2.881100e-04,    2.881100e-04,    1.440500e-04,    1.440500e-04,    1.440500e-04,    1.440500e-04,    2.881100e-04,    2.881100e-04,
        25,    2.344000e-02,   -1.539837e-03,    3.329103e-04,    3.334593e-03,   -3.729770e-03,   -5.941930e-03,    6.111606e-03,   -2.309973e-03,    1.832795e-03,   -1.573663e+00,    9.734731e-01,   -3.947202e-03,    4.652610e+00,    1.846581e-01,    2.300702e+00,   -9.073012e-01,    6.350553e-01,   -2.491400e-03,    9.215500e-04,    3.333400e-03,   -2.323100e-03,   -5.886100e-03,    6.807200e-03,   -2.858600e-03,    2.216800e-03,    6.046800e-04,    6.046800e-04,    3.023400e-04,    3.023400e-04,    3.023400e-04,    3.023400e-04,    6.046800e-04,    6.046800e-04,
        26,    2.344000e-02,   -1.311598e-03,    3.485362e-04,    1.673905e-03,   -2.012914e-03,   -2.191833e-03,    1.687483e-03,    1.114101e-03,   -6.928772e-04,    9.179696e-01,    9.579479e-01,    1.648484e+00,   -8.915527e-01,    5.934434e-01,   -1.846130e+00,    1.096459e+00,   -3.058407e+00,   -1.063700e-03,    6.072300e-04,    1.896500e-03,   -2.133300e-03,   -2.111700e-03,    1.438200e-03,    1.410200e-03,   -1.518800e-03,    2.700500e-04,    2.700500e-04,    1.350300e-04,    1.350300e-04,    1.350300e-04,    1.350300e-04,    2.700500e-04,    2.700500e-04,
        27,    2.344000e-02,    1.078298e-03,   -1.078486e-03,    1.260152e-03,   -1.946882e-03,   -6.008014e-03,    7.069937e-03,   -3.051371e-03,    3.692542e-03,    5.633042e-01,    1.721699e+00,   -2.822648e-01,   -1.074250e+00,   -2.922817e+00,   -1.406732e+00,   -3.637885e-01,    1.087622e+00,    1.353500e-03,   -2.373500e-04,    1.191200e-03,   -2.209300e-03,   -6.722000e-03,    6.726300e-03,   -3.229100e-03,    4.223900e-03,    4.885500e-04,    4.885500e-04,    2.442800e-04,    2.442800e-04,    2.442800e-04,    2.442800e-04,    4.885500e-04,    4.885500e-04,
        28,    2.344000e-02,    3.728928e-04,    3.303859e-04,    1.208920e-03,   -7.614634e-04,   -1.245971e-04,    8.749076e-04,    4.766166e-04,   -1.224567e-04,    1.622327e+00,   -4.460861e-01,   -4.677717e+00,   -3.155188e+00,    2.205532e+00,   -1.145438e+00,   -8.251755e-01,   -2.692589e+00,    5.422800e-04,    2.838100e-04,    9.647200e-04,   -9.261800e-04,   -9.457300e-06,    8.151100e-04,    3.904600e-04,   -4.035900e-04,    1.044100e-04,    1.044100e-04,    5.220500e-05,    5.220500e-05,    5.220500e-05,    5.220500e-05,    1.044100e-04,    1.044100e-04,
        29,    2.344000e-02,    5.097651e-03,   -5.583372e-03,    4.031364e-03,   -7.249561e-03,   -2.946519e-03,    4.101138e-03,   -1.542267e-03,    1.726675e-03,    3.112777e-01,   -3.269593e+00,    4.501643e-01,   -5.292483e-01,   -6.649811e-01,   -1.011731e+00,   -6.508717e-01,   -2.934027e-01,    5.299200e-03,   -7.700400e-03,    4.177100e-03,   -7.420900e-03,   -3.161800e-03,    3.773600e-03,   -1.963700e-03,    1.536700e-03,    6.474900e-04,    6.474900e-04,    3.237400e-04,    3.237400e-04,    3.237400e-04,    3.237400e-04,    6.474900e-04,    6.474900e-04,
        30,    2.344000e-02,    9.013245e-03,   -6.079506e-03,    8.526957e-03,   -6.285070e-03,   -2.112219e-02,    1.717007e-02,   -1.542068e-02,    7.920949e-03,    9.175583e-01,   -2.060155e+00,    2.062940e+00,   -1.376680e+00,    1.751366e+00,    7.576976e-03,   -5.476199e-01,    2.022998e+00,    1.069100e-02,   -9.846500e-03,    1.041300e-02,   -7.543700e-03,   -1.952100e-02,    1.717700e-02,   -1.642200e-02,    1.162000e-02,    1.828500e-03,    1.828500e-03,    9.142500e-04,    9.142500e-04,    9.142500e-04,    9.142500e-04,    1.828500e-03,    1.828500e-03,
        31,    2.344000e-02,    4.982929e-04,   -6.935198e-05,    3.766917e-04,   -7.546488e-04,   -2.225415e-03,    1.625586e-03,   -1.233886e-03,    1.412884e-04,   -3.001763e-01,   -1.889259e+00,   -3.963208e-02,    3.152554e+00,    1.212012e+00,    2.755075e+00,    1.972008e-01,    2.620567e+00,    4.575200e-04,   -3.259700e-04,    3.740000e-04,   -5.405400e-04,   -2.143100e-03,    1.812700e-03,   -1.207100e-03,    4.972400e-04,    1.358300e-04,    1.358300e-04,    6.791600e-05,    6.791600e-05,    6.791600e-05,    6.791600e-05,    1.358300e-04,    1.358300e-04,
        32,    2.344000e-02,    1.464648e-03,   -6.008234e-04,    2.000523e-03,   -1.695559e-03,   -4.503263e-03,    2.951082e-03,   -1.831570e-03,    1.452731e-04,    6.103654e-01,    2.039310e+00,    7.844856e-01,   -1.752844e+00,   -2.467009e+00,    1.040294e-01,    2.664901e-01,   -1.888497e+00,    1.719500e-03,    2.506700e-04,    2.164300e-03,   -2.061500e-03,   -5.018300e-03,    2.972800e-03,   -1.720300e-03,   -6.432500e-04,    4.175400e-04,    4.175400e-04,    2.087700e-04,    2.087700e-04,    2.087700e-04,    2.087700e-04,    4.175400e-04,    4.175400e-04,
        33,    2.344000e-02,    4.703394e-04,   -4.422422e-04,    1.907686e-03,   -2.485111e-03,   -5.279658e-03,    5.345971e-03,   -6.374773e-04,    3.424287e-04,   -6.888548e-01,   -2.227369e-01,   -5.052160e-01,   -2.007014e+00,    6.971904e-01,   -1.342468e+00,    1.436324e+00,    7.365787e-01,    1.267800e-04,   -5.533300e-04,    1.781700e-03,   -2.985600e-03,   -5.105800e-03,    5.011200e-03,    7.887500e-05,    7.097900e-04,    4.987400e-04,    4.987400e-04,    2.493700e-04,    2.493700e-04,    2.493700e-04,    2.493700e-04,    4.987400e-04,    4.987400e-04,
        34,    2.344000e-02,   -2.509041e-04,    5.081243e-04,    4.635835e-04,   -1.540836e-03,   -1.488167e-03,    2.628479e-03,   -1.127561e-03,    3.905264e-04,   -1.440380e+00,   -1.085395e+00,    1.538870e+00,    1.044173e+00,    3.283495e+00,    1.467659e+00,    6.572550e-01,    8.483253e-01,   -5.630200e-04,    2.729300e-04,    6.303200e-04,   -1.427700e-03,   -1.132400e-03,    2.787500e-03,   -9.851400e-04,    5.743500e-04,    2.166900e-04,    2.166900e-04,    1.083500e-04,    1.083500e-04,    1.083500e-04,    1.083500e-04,    2.166900e-04,    2.166900e-04,
        35,    2.344000e-02,    2.627786e-03,    3.080708e-05,    3.248940e-03,   -2.164649e-03,   -5.576201e-03,    1.959490e-03,   -2.272244e-03,    1.434862e-04,   -5.970342e-01,    1.193129e+00,    1.908753e+00,   -1.000553e+00,   -1.722130e-01,   -1.457339e+00,   -6.562118e-01,   -8.806391e-01,    2.323400e-03,    6.391000e-04,    3.735500e-03,   -2.419700e-03,   -5.620100e-03,    1.588000e-03,   -2.606800e-03,   -3.054900e-04,    5.098300e-04,    5.098300e-04,    2.549100e-04,    2.549100e-04,    2.549100e-04,    2.549100e-04,    5.098300e-04,    5.098300e-04,
        36,    2.344000e-02,   -5.996691e-04,   -2.605128e-04,    2.163994e-03,   -1.944414e-03,   -9.639420e-04,    1.440452e-03,   -6.397959e-04,    4.322850e-04,   -1.747735e+00,    1.554881e+00,   -4.212659e-01,   -7.221356e-01,   -8.947931e-01,   -3.645282e+00,   -1.139983e+00,    1.400808e+00,   -9.655400e-04,    6.498600e-05,    2.119900e-03,   -2.020000e-03,   -1.057600e-03,    1.058900e-03,   -8.784400e-04,    7.255300e-04,    2.093400e-04,    2.093400e-04,    1.046700e-04,    1.046700e-04,    1.046700e-04,    1.046700e-04,    2.093400e-04,    2.093400e-04,
        37,    2.344000e-02,   -5.070351e-05,    1.131998e-04,    1.745222e-03,   -2.583539e-03,   -2.122777e-03,    2.889949e-03,    2.972353e-04,   -2.332494e-04,    3.656521e-01,    1.475189e+00,    4.966548e-01,   -1.182826e+00,   -1.012577e+00,    1.237782e+00,   -6.817607e-01,   -3.684313e-02,    8.090200e-05,    6.441500e-04,    1.834600e-03,   -2.796400e-03,   -2.305000e-03,    3.112700e-03,    5.185600e-05,   -2.465100e-04,    3.599200e-04,    3.599200e-04,    1.799600e-04,    1.799600e-04,    1.799600e-04,    1.799600e-04,    3.599200e-04,    3.599200e-04,
        38,    2.344000e-02,    2.301682e-04,   -2.175185e-04,    8.013535e-04,   -1.853570e-03,   -1.312141e-03,    2.421564e-03,    7.381791e-05,    1.535498e-05,    4.537525e-01,   -3.102525e-01,    1.842494e-01,   -2.992363e+00,   -7.642028e-01,    1.449917e+00,   -8.502037e-01,    6.855042e-01,    3.513700e-04,   -3.003900e-04,    8.259600e-04,   -2.253200e-03,   -1.414200e-03,    2.615200e-03,   -1.532800e-04,    1.984600e-04,    2.671100e-04,    2.671100e-04,    1.335500e-04,    1.335500e-04,    1.335500e-04,    1.335500e-04,    2.671100e-04,    2.671100e-04,
        39,    2.344000e-02,    7.603711e-05,    5.107705e-05,    1.485826e-03,   -1.304844e-03,   -1.371547e-03,    1.217654e-03,   -5.855391e-04,   -9.467261e-06,    2.794745e-01,    3.171914e-01,    2.108761e+00,    2.169623e+00,   -1.052504e+00,   -2.297402e-02,   -2.617538e+00,    2.876846e+00,    1.308700e-04,    1.133100e-04,    1.692700e-03,   -1.092000e-03,   -1.474800e-03,    1.215400e-03,   -1.099100e-03,    5.549700e-04,    1.962000e-04,    1.962000e-04,    9.810200e-05,    9.810200e-05,    9.810200e-05,    9.810200e-05,    1.962000e-04,    1.962000e-04,
        40,    2.344000e-02,   -6.304649e-04,    6.271502e-04,    6.133199e-04,   -1.358234e-03,   -2.957202e-03,    3.470009e-03,   -8.085865e-05,    2.252372e-04,   -1.391483e-01,    2.014794e+00,    8.901697e-01,    3.255341e+00,   -1.419082e+00,    1.763019e+00,   -1.917251e-01,    8.319978e-01,   -6.640400e-04,    1.113300e-03,    7.207100e-04,   -9.655100e-04,   -3.128400e-03,    3.682700e-03,   -1.271200e-04,    4.259900e-04,    2.412900e-04,    2.412900e-04,    1.206400e-04,    1.206400e-04,    1.206400e-04,    1.206400e-04,    2.412900e-04,    2.412900e-04,
        41,    2.344000e-02,   -8.808004e-04,    5.851697e-04,    1.781387e-03,   -1.657581e-03,   -3.085707e-03,    1.882051e-03,    1.208006e-04,   -6.074755e-04,   -1.398916e+00,    1.300901e+00,    3.326633e+00,   -4.290203e-01,   -2.527924e+00,   -1.855301e+00,   -1.379058e+00,    1.040306e+00,   -1.348500e-03,    1.020100e-03,    2.337500e-03,   -1.729300e-03,   -3.508300e-03,    1.571900e-03,   -3.402600e-04,   -2.596700e-04,    3.343300e-04,    3.343300e-04,    1.671700e-04,    1.671700e-04,    1.671700e-04,    1.671700e-04,    3.343300e-04,    3.343300e-04,
        42,    2.344000e-02,    5.655851e-04,   -1.499342e-04,    4.942678e-04,   -9.417000e-04,   -2.499547e-04,    4.963535e-04,   -1.365918e-04,    7.646133e-05,   -1.179796e+00,   -4.330981e+00,   -2.526558e+00,   -2.575945e-01,    7.365814e-01,   -5.797386e+00,   -9.858368e-02,    3.457105e+00,    4.909300e-04,   -4.239900e-04,    4.143300e-04,   -9.498500e-04,   -2.266500e-04,    3.129300e-04,   -1.428300e-04,    2.952200e-04,    6.327800e-05,    6.327800e-05,    3.163900e-05,    3.163900e-05,    3.163900e-05,    3.163900e-05,    6.327800e-05,    6.327800e-05,
